title,date,category
Graphs with girth at least 5 with orders between 20 and 32,2017-08-22 12:18:24+00:00,math.CO
On the topological rigidity of self shrinkers in $\mathbb{R}^3$,2017-08-22 12:31:07+00:00,math.DG
A quantum splitting principle and an application,2017-08-26 23:12:34+00:00,math.AG
Groups with decidable word problem that do not embed in groups with decidable conjugacy problem,2017-08-29 21:57:36+00:00,math.GR
Floer theoretic invariants for 3- and 4-manifolds,2017-09-08 06:06:26+00:00,math.GT
Embedding simply connected 2-complexes in 3-space -- I. A Kuratowski-type characterisation,2017-09-14 07:37:05+00:00,math.CO
Embedding simply connected 2-complexes in 3-space -- IV. Dual matroids,2017-09-14 08:01:57+00:00,math.CO
Multi-Label Zero-Shot Human Action Recognition via Joint Latent Ranking Embedding,2017-09-15 08:44:02+00:00,cs.CV
"Coupling Atomistic, Elasticity and Boundary Element Models",2017-09-15 15:31:16+00:00,math.NA
On Singular Stationarity I (mutual stationarity and ideal-based methods),2017-09-28 07:53:38+00:00,math.LO
Gauss map of the skew mean curvature flow,2017-11-07 06:57:34+00:00,math.DG
Conjectures and computations about Veronese syzygies,2017-11-09 18:22:51+00:00,math.AC
Self-similar growth-fragmentations as scaling limits of Markov branching processes,2017-11-17 18:59:35+00:00,math.PR
Subcritical approach to conformally invariant extension operators on the upper half space,2017-11-30 03:05:25+00:00,math.AP
Tubular groups and non positive curvature,2017-12-01 12:27:54+00:00,math.GR
Which groups are amenable to proving exponent two for matrix multiplication?,2017-12-06 17:38:48+00:00,math.GR
Sorting and Routing Topologically Protected Edge States by their Valleys,2017-12-13 01:49:48+00:00,physics.app-ph
Circle patterns and critical Ising models,2017-12-23 08:29:51+00:00,math-ph
"Unsupervised Low-Dimensional Vector Representations for Words, Phrases and Text that are Transparent, Scalable, and produce Similarity Metrics that are Complementary to Neural Embeddings",2018-01-05 19:00:04+00:00,cs.CL
On strong alt-induced codes,2018-01-08 18:32:09+00:00,cs.FL
Formal specification of the FlexRay protocol using FocusST,2017-12-14 09:30:50+00:00,cs.LO
Weighted quasi-metrics associated with Finsler metrics,2018-01-17 12:16:21+00:00,math.DG
Super Bundles,2018-01-19 16:20:38+00:00,math.RT
The spectral gluing theorem revisited,2018-04-13 09:51:10+00:00,math.AG
A local approach to the ErdÅ‘s-SÃ³s conjecture,2018-04-18 15:37:25+00:00,math.CO
Traceless AF embeddings and unsuspended $E$-theory,2018-04-22 11:07:56+00:00,math.OA
Embedding Hypertrees into Steiner Triple Systems,2018-04-22 23:23:22+00:00,math.CO
LightRel SemEval-2018 Task 7: Lightweight and Fast Relation Classification,2018-04-19 09:42:01+00:00,cs.CL
A method of induction the distances with Hilbert structure,2018-04-25 18:00:08+00:00,math.FA
Intrinsic factorization of ideals in Dedekind domains,2018-05-06 22:57:43+00:00,math.AC
Criteria for embedded eigenvalues for discrete Schrödinger operators,2018-05-08 03:20:48+00:00,math.SP
Learning Heterogeneous Knowledge Base Embeddings for Explainable Recommendation,2018-05-09 02:32:19+00:00,cs.IR
Durfee-type inequality for complete intersection surface singularities,2018-05-14 03:24:28+00:00,math.AG
Tracing the cold and warm physico-chemical structure of deeply embedded protostars: IRAS 16293-2422 versus VLA 1623-2417,2018-05-14 14:57:13+00:00,astro-ph.SR
Arnol'd's type theorem on a neighborhood of a cycle of rational curves,2018-05-13 07:07:12+00:00,math.AG
"$W^{2,p}$-solutions of parabolic SPDEs in general domains",2018-05-17 02:51:41+00:00,math.PR
Modular forms invariant under non-split Cartan subgroups,2018-05-17 17:28:05+00:00,math.NT
Almost Maximal Numerical Semigroups formed by Concatenation of Arithmetic Sequences,2018-05-23 06:03:22+00:00,math.AC
Euclidean Embedding of the Poisson Weighted Infinite Tree and Application to Mobility Models,2018-05-23 22:05:52+00:00,math.PR
Invariance of Hironaka's characteristic polyhedron,2018-05-27 17:39:13+00:00,math.AG
"Embeddings of finite groups in $B_n/Î“_k(P_n)$ for $k=2, 3$",2018-05-29 12:11:58+00:00,math.GT
Continuous logic and embeddings of Lebesgue spaces,2018-05-29 16:15:11+00:00,math.LO
Homogeneous Asymptotic Limits of Uniform Averages on Fuchsian Groups,2018-06-02 03:07:30+00:00,math.RT
Maximal Tracial Algebras,2018-06-09 08:37:11+00:00,math.FA
Complete regular dessins of odd prime power order,2018-06-12 07:30:43+00:00,math.CO
Existence of infinitely many minimal hypersurfaces in closed manifolds,2018-06-22 18:41:26+00:00,math.DG
Using NLP on news headlines to predict index trends,2018-06-22 15:37:35+00:00,cs.CL
Minimal Surfaces in Hyperbolic 3-manifolds,2018-06-27 16:09:46+00:00,math.DG
A note on finite-time Lyapunov dimension of the Rossler attractor,2018-06-30 22:27:32+00:00,nlin.CD
Random cherry graphs,2018-07-04 20:07:52+00:00,math.PR
Quantum Theory and Special Relativity: when are physical properties attributed jointly to the system and to the context in which it is studied?,2018-07-04 16:55:30+00:00,gr-qc
Extension of two-dimensional mean curvature flow with free boundary,2018-07-09 03:01:07+00:00,math.DG
Eigenvalue bounds for a class of Schroedinger operators in a strip,2018-07-09 13:29:48+00:00,math.SP
A model for framed configuration spaces of points,2018-07-22 16:50:43+00:00,math.AT
Infinite geodesics of sub-Finsler distances in the Heisenberg groups,2018-07-26 21:16:06+00:00,math.DG
Introduction to fractional Orlicz-Sobolev spaces,2018-07-31 10:53:43+00:00,math.AP
The Conway knot is not slice,2018-08-08 19:58:01+00:00,math.GT
On asymptotically uniformly smoothness and nonlinear geometry of Banach spaces,2018-08-09 17:38:07+00:00,math.FA
Augmenting word2vec with latent Dirichlet allocation within a clinical application,2018-08-12 16:32:18+00:00,cs.CL
Two-Fluid Nonlinear Theory of Response of Tokamak Plasma to Resonant Magnetic Perturbation,2018-08-13 22:25:16+00:00,physics.plasm-ph
Classifying spaces and the Lascar group,2018-08-14 22:37:37+00:00,math.LO
Analysis of luminosity measurements of the pre-white dwarf PG 1159-035,2018-08-12 11:11:24+00:00,astro-ph.IM
The structure of minimal surfaces in CAT(0) spaces,2018-08-20 12:05:38+00:00,math.DG
Graded AR Sequences and the Huneke-Wiegand Conjecture,2018-08-20 17:56:54+00:00,math.AC
New supercharacter theory for Sylow subgroups in orthogonal and symplectic groups,2018-08-26 12:00:56+00:00,math.RT
Embedding of post-Lie algebras into postassociative algebras,2018-08-27 13:29:20+00:00,math.RA
Embedding of pre-Lie algebras into preassociative algebras,2018-08-28 14:55:49+00:00,math.RA
Unobstructedness of hyperkähler twistor spaces,2018-10-02 01:38:05+00:00,math.AG
Conformal embeddings of $S^2\to\mathbb{R}^3$ with prescribed mean curvature: A variational approach,2018-10-09 09:27:05+00:00,math.DG
Remarks on the Bojowald--Paily paper Deformed general relativity,2018-10-12 12:15:54+00:00,gr-qc
Semi-Riemannian hypersurfaces in $\mathbb{L}^{n+1}$ with a totally geodesic foliation of codimension one,2018-10-14 11:24:21+00:00,math.DG
Geometry and clustering with metrics derived from separable Bregman divergences,2018-10-25 08:41:24+00:00,cs.LG
Hopfion solutions in gravity and a null fluid/gravity conjecture,2018-12-20 15:18:35+00:00,hep-th
Surjectively rigid chains,2018-12-21 14:43:06+00:00,math.LO
Criterion for the coincidence of strong and weak Orlicz spaces,2018-12-31 13:06:44+00:00,math.FA
Disjoint superheavy subsets and fragmentation norms,2019-01-07 02:24:42+00:00,math.SG
Simultaneous Monomialization,2019-01-10 20:04:42+00:00,math.AC
Computations and global properties for traces of Bessel's Dirichlet form,2019-01-22 14:17:08+00:00,math.AP
Band Number and the Double Slice Genus,2019-01-22 22:05:51+00:00,math.GT
From genome to phenome: Predicting multiple cancer phenotypes based on somatic genomic alterations via the genomic impact transformer,2019-01-31 21:21:56+00:00,q-bio.MN
A weighted anisotropic Sobolev type inequality and its applications to Hardy inequalities,2019-02-06 10:07:14+00:00,math.FA
Fundamental euclidean pathwise minimizing eigenproperties,2019-02-06 12:40:12+00:00,math.DG
Self-intersections of Laurent polynomials and the density of Jordan curves,2019-02-07 04:18:15+00:00,math.CV
On Genus g Orientable Crossing Numbers of Small Complete Graphs,2019-02-07 18:35:08+00:00,math.CO
Spectral analysis of the Laplacian acting on discrete cusps and funnels,2019-02-12 16:14:23+00:00,math.SP
Attacking Hardware AES with DFA,2019-02-22 22:34:37+00:00,cs.CR
Non-orientable Lagrangian surfaces in rational 4-manifolds,2019-02-24 06:57:00+00:00,math.SG
Triangulations with homogeneous zigzags,2019-02-27 21:07:02+00:00,math.CO
Wasserstein Hamiltonian flows,2019-03-04 06:30:18+00:00,math.DS
Continuity and canceling operators of order $n$ on $\mathbb{R}^n$,2019-03-08 17:36:49+00:00,math.AP
Zariski $N$-ples for a smooth cubic and its tangent lines,2019-03-11 02:05:51+00:00,math.AG
A differential form approach to the genus of Open Riemann surfaces,2019-03-14 17:09:53+00:00,math.CV
On the geometry of full points of abstract unitals,2019-03-14 20:55:11+00:00,math.CO
On the duals of normed spaces and quotient shapes,2019-03-15 11:05:21+00:00,math.FA
Alpha invariants of birationally bi-rigid Fano 3-folds I,2019-03-17 12:41:53+00:00,math.AG
On a model of axisymmetric flows in a free boundary domain,2019-03-20 14:45:38+00:00,math.AP
Almost Tight Lower Bounds for Hard Cutting Problems in Embedded Graphs,2019-03-20 16:36:08+00:00,cs.CC
Generative Adversarial Networks for text using word2vec intermediaries,2019-04-04 01:17:29+00:00,cs.CL
Aspects of the new Fayet-Iliopoulos terms,2019-04-24 11:12:36+00:00,hep-th
A partial order on multibranched surfaces in 3-manifolds,2019-05-03 07:30:51+00:00,math.GT
Opening the Treasure Chest in Carina,2019-05-08 15:42:58+00:00,astro-ph.GA
A Pulsar Wind Nebula Embedded in the Kilonova AT2017gfo Associated with GW 170817/GRB 170817A,2019-05-12 08:56:27+00:00,astro-ph.HE
On the Moduli Space of Null Curves in Klein's Quadric,2019-05-13 10:09:41+00:00,math.DG
On the deformation rigidity of smooth projective symmetric varieties with Picard number one,2019-05-16 01:34:05+00:00,math.AG
Norm Inequalities for the Fourier Coefficients of Some Almost Periodic Functions,2019-05-16 16:45:39+00:00,math.CA
Dependent subsets of embedded projective varieties,2019-05-20 14:54:27+00:00,math.AG
Circumbinary discs with radiative cooling and embedded planets,2019-05-21 13:38:11+00:00,astro-ph.EP
Closed Bosonic String Tachyon Potential from the $\mathcal{N}=1$ Point of View,2019-05-23 12:46:46+00:00,hep-th
Dual Numbers and Operational Umbral Methods,2019-05-22 12:22:06+00:00,math.GM
Extremal k-packings in compact non-orientable surfaces,2019-05-30 20:41:47+00:00,math.MG
A Survey of Asynchronous Programming Using Coroutines in the Internet of Things and Embedded Systems,2019-06-02 09:10:01+00:00,cs.SE
Push and Pull Search Embedded in an M2M Framework for Solving Constrained Multi-objective Optimization Problems,2019-06-02 13:44:45+00:00,cs.NE
Equivalence between the planar Dirac oscillator and a spin-1/2 fermion embedded in a transverse homogeneous magnetic field,2019-06-04 14:57:03+00:00,hep-th
Generalized derivations of Hom-Jordan algebras,2019-05-22 01:30:46+00:00,math.RA
Similarity Problems in High Dimensions,2019-06-11 22:13:43+00:00,cs.DS
The Quantitative Behavior of Asymptotic Syzygies for Hirzebruch Surfaces,2019-06-18 01:40:32+00:00,math.AG
Non-autonomous curves on surfaces,2019-06-19 02:35:35+00:00,math.SG
On optimal cover and its possible shape for fractals embedded into 2D Euclidian space,2019-07-10 08:52:40+00:00,math.DS
Adaptive Margin Ranking Loss for Knowledge Graph Embeddings via a Correntropy Objective Function,2019-07-09 12:32:40+00:00,cs.CL
Doubly-Adaptive Artificial Compression Methods for Incompressible Flow,2019-07-18 18:31:37+00:00,math.NA
Examples of weak amalgamation classes,2019-07-22 21:12:21+00:00,math.LO
Observing sub-Poissonian statistics of twisted single photons using oscilloscope,2019-07-24 15:24:38+00:00,quant-ph
Visualization of Emergency Department Clinical Data for Interpretable Patient Phenotyping,2019-07-05 19:01:56+00:00,cs.HC
Introducing Totally Nonparallel Immersions,2019-07-25 21:14:43+00:00,math.GT
Algebraic curves admitting non-collinear Galois points,2019-08-01 08:14:26+00:00,math.AG
Sobolev type spaces associated with the Poly-axially operator,2019-08-07 19:01:07+00:00,math.FA
The Legendrian Whitney trick,2019-08-13 19:05:53+00:00,math.SG
Noetherian solvability of an operator singular integral equation with a Carleman shift in fractional spaces,2019-08-26 08:56:54+00:00,math.FA
Interpreting the action of the endomorphism monoid of the rationals,2019-08-30 13:25:28+00:00,math.LO
Existence of minimal hypersurfaces with non-empty free boundary for generic metrics,2019-09-04 13:31:01+00:00,math.DG
Deep learning with sentence embeddings pre-trained on biomedical corpora improves the performance of finding similar sentences in electronic medical records,2019-09-06 17:56:01+00:00,cs.CL
Embedding Theorem For Weighted Hardy Spaces into Lebesgue Spaces,2019-09-09 07:37:05+00:00,math.CV
On the entropy norm on $Ham(S^2)$,2019-09-12 20:34:06+00:00,math.GT
Homotopy Types of Abstract Elementary Classes,2019-09-17 17:54:06+00:00,math.LO
Automorphisms and the canonical ideal,2019-09-23 11:07:19+00:00,math.AG
Simple and Effective Paraphrastic Similarity from Parallel Translations,2019-09-30 17:54:50+00:00,cs.CL
Properties of Kondratiev spaces,2019-11-05 17:41:06+00:00,math.FA
Fractal geometry of higher derivative gravity,2019-11-06 14:46:44+00:00,gr-qc
A Comparison of Two Generalisations of Triplets of Hilbert Spaces,2019-11-08 07:06:26+00:00,math.FA
Community-preserving Graph Convolutions for Structural and Functional Joint Embedding of Brain Networks,2019-11-08 23:47:34+00:00,cs.LG
Kernelized Similarity Learning and Embedding for Dynamic Texture Synthesis,2019-11-11 13:37:27+00:00,cs.CV
On the construction of closed nonconvex nonsoliton ancient mean curvature flows,2019-11-13 17:17:58+00:00,math.DG
IFQ-Net: Integrated Fixed-point Quantization Networks for Embedded Vision,2019-11-19 03:29:03+00:00,cs.CV
Unfree gauge symmetry in the Hamiltonian formalism,2019-11-26 14:12:08+00:00,hep-th
Threshold-Based Graph Reconstruction Using Discrete Morse Theory,2019-11-28 21:08:24+00:00,cs.CG
A multiple group rack and oriented spatial surfaces,2019-12-06 11:29:29+00:00,math.GT
Volume estimates and classification theorem for constant weighted mean curvature hypersurfaces,2019-12-07 02:19:03+00:00,math.DG
CORE: Automating Review Recommendation for Code Changes,2019-12-20 06:14:18+00:00,cs.SE
An example of a minimal surface of genus one with two catenoid ends and one Enneper end,2019-12-31 02:01:12+00:00,math.DG
Approach to the construction of the spaces $ S{D^p}[\mathbb{R}^\infty]$ for $1 \leq p \leq \infty$,2019-12-28 09:13:05+00:00,math.FA
Immediate extensions of valuation rings and ultrapowers,2020-01-09 11:44:55+00:00,math.AC
Resource-Efficient Neural Networks for Embedded Systems,2020-01-07 14:17:09+00:00,stat.ML
Free boundary minimal surfaces with connected boundary and arbitrary genus,2020-01-14 17:25:09+00:00,math.DG
Beyond the Front Page: Measuring Third Party Dynamics in the Field,2020-01-28 10:29:15+00:00,cs.CR
Image Embedded Segmentation: Uniting Supervised and Unsupervised Objectives for Segmenting Histopathological Images,2020-01-30 08:09:38+00:00,cs.CV
Knowledge Graph Embedding for Link Prediction: A Comparative Analysis,2020-02-03 15:21:25+00:00,cs.LG
DiffNet++: A Neural Influence and Interest Diffusion Network for Social Recommendation,2020-01-15 08:45:34+00:00,cs.SI
Stratified Rule-Aware Network for Abstract Visual Reasoning,2020-02-17 08:44:05+00:00,cs.CV
Syndrome-aware Herb Recommendation with Multi-Graph Convolution Network,2020-02-20 05:56:53+00:00,cs.IR
On the structure of groups with polynomial growth III,2020-02-21 09:41:56+00:00,math.GR
Joint Learning of Assignment and Representation for Biometric Group Membership,2020-02-24 16:48:30+00:00,cs.CV
Hyperbolic limits of Cantor set complements in the sphere,2020-06-06 16:17:06+00:00,math.GT
Dynamics of resonances for 0th order pseudodifferential operators,2020-06-22 00:42:51+00:00,math.AP
Approximate triangulations of Grassmann manifolds,2020-06-24 18:50:26+00:00,math.AT
Canonical embeddings of pairs of arcs,2020-12-31 21:56:55+00:00,math.CV
Transport information Bregman divergences,2021-01-04 18:52:45+00:00,cs.IT
HNN-extension of involutive multiplicative Hom-Lie algebras,2021-01-05 02:31:38+00:00,math.RA
Mean dimension and a non-embeddable example for amenable group actions,2021-01-05 11:20:49+00:00,math.DS
Lagrangian fillings for Legendrian links of finite type,2021-01-06 09:53:33+00:00,math.SG
Toroidal homology spheres and SU(2)-representations,2021-01-07 16:46:24+00:00,math.GT
On Crossing Ball Structure in Knot and Link Complements,2021-01-08 10:24:22+00:00,math.GT
Perturbation determinants and discrete spectra of semi-infinite non-self-adjoint Jacobi operators,2021-01-14 12:06:54+00:00,math.SP
Variable Besov-type spaces,2021-01-17 13:33:39+00:00,math.FA
A submetric characterization of Rolewicz's property ($β$),2021-01-21 16:34:22+00:00,math.FA
Mader's conjecture for graphs with small connectivity,2021-01-28 02:07:56+00:00,math.CO
Quantitative $h$-principle in symplectic geometry,2021-01-31 09:23:53+00:00,math.SG
Short Text Clustering with Transformers,2021-01-31 21:31:11+00:00,cs.CL
Two-dimensional metric spaces with curvature bounded above I,2021-02-01 03:55:24+00:00,math.MG
Inscribed triangles of Jordan curves in $\mathbb{R}^{n}$,2021-02-08 00:30:42+00:00,math.MG
New dimension bounds for $αβ$ sets,2021-02-11 12:48:47+00:00,math.DS
Lines in affine simlicial toric varieties,2021-02-14 15:13:18+00:00,math.AG
Moving frames and compatibility conditions for three-dimensional director fields,2021-02-16 01:20:22+00:00,cond-mat.soft
Borel Reductions and Cub Games,2012-07-09 19:01:29+00:00,math.LO
Quasilinear elliptic equations in $\RN$ via variational methods and Orlicz-Sobolev embeddings,2012-07-10 10:48:32+00:00,math.AP
Propriétés dynamiques génériques des homéomorphismes conservatifs,2012-07-10 13:43:12+00:00,math.DS
Degree Correlations in Random Geometric Graphs,2012-07-11 09:59:22+00:00,cond-mat.stat-mech
The twisted Spin$^c$ Dirac operator on Kähler submanifolds of the complex projective space,2012-07-11 14:00:46+00:00,math.DG
Every bordered Riemann surface is a complete proper curve in a ball,2012-07-24 09:37:48+00:00,math.CV
Cardinal functions on continuous images of orderable compacta and applications,2012-07-26 19:21:23+00:00,math.GN
KLR algebras and the branching rule II: the categorical Gelfand-Tsetlin basis for the classical Lie algebras,2014-07-02 18:11:40+00:00,math.RT
Pfaffian formulas for spanning tree probabilities,2014-07-14 17:56:44+00:00,math.PR
Embedding polydisk algebras into the disk algebra and an application to stable ranks,2014-07-15 15:30:41+00:00,math.CV
On tangent cones in Wasserstein space,2014-07-27 15:10:39+00:00,math.DG
Embedding topological fractals in universal spaces,2014-07-29 10:33:33+00:00,math.GN
Equivalent Birational Embeddings III: cones,2014-07-30 15:11:37+00:00,math.AG
Origins of Inert Higgs Doublets,2015-08-04 06:28:54+00:00,hep-ph
A characterization of the grim reaper cylinder,2015-08-06 20:41:49+00:00,math.DG
On 2-microlocal spaces with all exponents variable,2015-08-10 19:07:04+00:00,math.FA
Deep clustering: Discriminative embeddings for segmentation and separation,2015-08-18 13:12:34+00:00,cs.NE
Can the tail for maximum of continuous random field be significantly more heavy than maximum of tails?,2015-08-23 19:20:38+00:00,math.PR
A singular Demailly-Paun theorem,2015-08-23 22:59:32+00:00,math.CV
Variable Triebel-Lizorkin-type spaces,2015-08-24 21:44:34+00:00,math.FA
Ma-Schlenker c-Octahedra in the 2-Sphere,2016-07-02 02:21:03+00:00,math.DG
Critical nonlocal systems with concave-convex powers,2016-07-03 08:25:54+00:00,math.AP
Scalable Semantic Matching of Queries to Ads in Sponsored Search Advertising,2016-07-07 03:43:12+00:00,cs.IR
Data as processes: introducing measurement data into CARMA models,2016-07-08 05:36:18+00:00,cs.PL
Approximation in Morrey spaces,2016-07-15 10:18:17+00:00,math.FA
Reduced contragredient Lie algebras and PC Lie algebras,2016-07-26 05:41:24+00:00,math.RT
Spherical 2-Dupin submanifolds,2016-07-27 15:39:01+00:00,math.DG
A non-Levi branching rule in terms of Littelmann paths,2016-07-27 19:28:16+00:00,math.RT
Partial result of Yau's Conjecture of the first eigenvalue in unit sphere $\mathbb{S}^{n+1}(1)$,2016-07-28 03:39:27+00:00,math.DG
On a local Darlington synthesis problem,2017-01-09 15:28:21+00:00,math.CV
The multidegree of the multi-image variety,2017-01-13 23:50:29+00:00,math.AG
Long Timescale Credit Assignment in NeuralNetworks with External Memory,2017-01-14 01:47:54+00:00,cs.AI
On the order sequence of an embedding of the Ree curve,2017-05-11 16:34:01+00:00,math.AG
Toric log del Pezzo surfaces with one singularity,2017-05-17 22:18:45+00:00,math.AG
$τ$-tilting modules over one-point extensions by a projective module,2017-05-20 00:34:52+00:00,math.RT
Uncertainty in Economic Growth and Inequality,2017-05-20 00:35:46+00:00,math.PR
word2vec Skip-Gram with Negative Sampling is a Weighted Logistic PCA,2017-05-27 02:23:18+00:00,cs.CL
Quasi-ideal dynamics of vortex solitons embedded in top-hat nonlinear Bessel beams,2017-05-31 07:51:01+00:00,physics.optics
Topological Symmetry Groups of the Petersen Graph,2017-10-05 18:12:05+00:00,math.GT
Subextensions for co-induced modules,2017-10-13 08:22:26+00:00,math.GR
Birational geometry and derived categories,2017-10-19 23:35:14+00:00,math.AG
Cayley deformations of compact complex surfaces,2017-10-24 14:28:01+00:00,math.DG
Wilf's conjecture for numerical semigroups with large second generator,2017-10-25 14:10:04+00:00,math.CO
ALL-IN-1: Short Text Classification with One Model for All Languages,2017-10-26 08:41:50+00:00,cs.CL
A hierarchy of Ramsey-like cardinals,2017-10-27 09:35:15+00:00,math.LO
Tangles and links: a view with trees,2017-10-30 02:47:52+00:00,math.GT
Structure of the orbital excited $N^*$ from the Schwinger-Dyson equations,2018-01-31 20:01:54+00:00,nucl-th
From Clustering Supersequences to Entropy Minimizing Subsequences for Single and Double Deletions,2018-02-02 14:37:15+00:00,cs.IT
Holomorphic spheres and four-dimensional symplectic pairs,2018-02-02 18:05:48+00:00,math.SG
Breakdown of Ehrenfest theorem for free particle constrained on a hypersurface,2018-02-06 09:10:25+00:00,quant-ph
Embedding derived categories of Enriques surfaces into derived categories of Fano varieties,2018-02-11 16:17:51+00:00,math.AG
Embedding distance graphs in finite field vector spaces,2018-02-18 22:41:28+00:00,math.CO
Localized Magnetic States in 2D Semiconductors,2018-02-20 02:46:37+00:00,cond-mat.mes-hall
SmartUnit: Empirical Evaluations for Automated Unit Testing of Embedded Software in Industry,2018-02-23 14:33:04+00:00,cs.SE
"Simply-connected, spineless 4-manifolds",2018-03-05 16:42:35+00:00,math.GT
A Bernstein type theorem for minimal hypersurfaces via Gauss maps,2018-03-19 19:37:34+00:00,math.DG
Revisiting Mayer: Symmetric solutions for sporadic cases of the Map Color Theorem,2018-03-25 06:08:24+00:00,math.CO
HAMLET: Interpretable Human And Machine co-LEarning Technique,2018-03-26 16:29:03+00:00,cs.AI
A version of Green's conjecture in positive characteristic,2018-03-28 09:23:35+00:00,math.AG
Distance preserving model order reduction of graph-Laplacians and cluster analysis,2018-09-09 22:04:15+00:00,cs.LG
Correspondence scrolls,2018-09-09 23:23:28+00:00,math.AG
Bellman function sitting on a tree,2018-09-10 15:29:46+00:00,math.CA
A collection of database industrial techniques and optimization approaches of database operations,2018-09-10 16:33:11+00:00,cs.DB
Domination properties and extension of positive compact operators on pre-Riesz spaces,2018-09-16 13:42:56+00:00,math.FA
Fraisse classes of graded relational structures,2018-09-21 14:20:15+00:00,math.LO
Sub-leading asymptotics of ECH capacities,2018-11-01 16:29:22+00:00,math.SG
A note on quasi-local energy,2018-11-08 16:41:28+00:00,hep-th
Streaming Network Embedding through Local Actions,2018-11-14 18:02:29+00:00,cs.LG
Sharp Uniform Convergence Rate of the Supercell Approximation of a Crystalline Defect,2018-11-21 14:06:32+00:00,math.NA
Embedding the Heisenberg group into a bounded dimensional Euclidean space with optimal distortion,2018-11-22 16:11:36+00:00,math.AP
$\mathrm{L}^1$-estimates for constant rank operators,2018-11-25 17:07:37+00:00,math.AP
Quantum sensing in a physiological-like cell niche using fluorescent nanodiamonds embedded in electrospun polymer nanofibers,2018-11-27 18:56:20+00:00,physics.app-ph
Problems related to conformal slit-mappings,2018-11-29 10:15:37+00:00,math.CV
A variational proof of Nash's inequality,2018-11-30 12:52:50+00:00,math.AP
The Coarse Geometric $\ell^p$-Novikov Conjecture for Subspaces of Non-positively Curved Manifolds,2019-10-04 00:38:31+00:00,math.KT
Thin Loewner carpets and their quasisymmetric embeddings in $S^2$,2019-10-06 08:08:27+00:00,math.MG
Algebraic curves with collinear Galois points,2019-10-07 07:46:11+00:00,math.AG
Learning event representations for temporal segmentation of image sequences by dynamic graph embedding,2019-10-08 15:48:50+00:00,cs.LG
On the syzygies of ample line bundles on fake projective planes,2019-10-14 06:53:33+00:00,math.AG
Meta Matrix Factorization for Federated Rating Predictions,2019-10-22 16:29:51+00:00,cs.IR
Nonembeddability of Persistence Diagrams with $p>2$ Wasserstein Metric,2019-10-30 15:39:37+00:00,math.FA
Cohomology of normal bundles of special rational varieties,2020-03-05 09:37:39+00:00,math.AG
From Kruskal's theorem to Friedman's gap condition,2020-03-05 15:30:18+00:00,math.LO
Derivations of the Positive Part of the Two-parameter Quantum Group of type $G_2$,2020-03-13 01:24:59+00:00,math.QA
RNE: A Scalable Network Embedding for Billion-scale Recommendation,2020-03-10 07:08:57+00:00,cs.IR
Convex plumbings in closed hyperbolic 4-manifolds,2020-03-18 18:55:30+00:00,math.GT
Derived Langlands II,2020-03-24 17:37:59+00:00,math.RT
Neighborhoods of rational curves without functions,2020-03-29 09:28:54+00:00,math.AG
On eternal mean curvature flows of tori in perturbations of the unit sphere,2020-03-31 18:37:37+00:00,math.DG
Automatic Generation of Chinese Handwriting via Fonts Style Representation Learning,2020-03-27 23:34:01+00:00,cs.CV
Herz-Sobolev spaces on domains,2020-04-11 17:12:34+00:00,math.FA
Coresets for Clustering in Excluded-minor Graphs and Beyond,2020-04-16 15:53:59+00:00,cs.DS
Defect relation for non-Archimedean analytic maps into arbitrary projective varieties,2020-04-22 14:41:25+00:00,math.CV
Smooth non-projective equivariant completions of affine spaces,2020-05-07 06:43:24+00:00,math.AG
On oriented planar trees with three leaves,2020-05-11 14:24:33+00:00,math.GT
Mixed Morrey spaces and their applications to partial differential equations,2020-05-12 16:55:24+00:00,math.AP
Growth-fragmentation process embedded in a planar Brownian excursion,2020-05-13 15:27:26+00:00,math.PR
Proceedings of the Thirteenth International Workshop on Programmability and Architectures for Heterogeneous Multicores (MULTIPROG-2020),2020-01-10 13:49:27+00:00,cs.DC
The Rectangular Peg Problem,2020-05-19 03:31:00+00:00,math.GT
Unlocking New York City Crime Insights using Relational Database Embeddings,2020-05-19 17:46:34+00:00,cs.DB
Compactifications of affine homology $3$-cells into blow-ups of the projective $3$-space with trivial log canonical divisors,2020-05-20 15:42:57+00:00,math.AG
Instantons and Khovanov skein homology on $I\times T^2$,2020-05-26 16:52:02+00:00,math.GT
Curve shortening flow on Riemann surfaces with possible ambient conic singularities,2020-06-30 20:06:31+00:00,math.DG
On zero dimensional sequential spaces,2020-07-04 16:30:43+00:00,math.GN
A nonexistence result for CMC surfaces in hyperbolic 3-manifolds,2020-07-08 21:05:39+00:00,math.DG
Simulation of coupled multiphase flow and geomechanics in porous media with embedded discrete fractures,2020-07-09 21:10:34+00:00,math.NA
Closed Lagrangian self-shrinkers in $\mathbb{R}^4$ symmetric with respect to a hyperplane,2020-07-14 05:55:46+00:00,math.DG
Semi-supervised Collaborative Filtering by Text-enhanced Domain Adaptation,2020-06-28 05:28:05+00:00,cs.IR
Dual Graph Embedding for Object-Tag LinkPrediction on the Knowledge Graph,2020-07-16 12:46:32+00:00,cs.IR
Probing the current-phase relation of graphene Josephson junctions using microwave measurements,2020-07-19 22:05:39+00:00,cond-mat.mes-hall
FedCTR: Federated Native Ad CTR Prediction with Multi-Platform User Behavior Data,2020-07-23 17:04:54+00:00,cs.IR
